,Fuel Economy & Gas Prices
2018-10-07,89.0
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,69.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,87.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,83.0
2019-02-17,0.0
2019-02-24,0.0
2019-03-03,72.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,0.0
2019-03-31,82.0
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.0
2019-05-12,71.0
2019-05-19,0.0
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,100.0
2019-07-07,0.0
2019-07-14,0.0
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,78.0
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.0
2020-02-09,57.1700680272109
2020-02-16,0.0
2020-02-23,0.0
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,64.96598639455785
2020-03-29,58.469387755102055
2020-04-05,0.0
2020-04-12,0.0
2020-04-19,0.0
2020-04-26,0.0
2020-05-03,0.0
2020-05-10,0.0
2020-05-17,55.87074829931974
2020-05-24,0.0
2020-05-31,0.0
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,0.0
2020-06-28,0.0
2020-07-05,0.0
2020-07-12,0.0
2020-07-19,0.0
2020-07-26,0.0
2020-08-02,0.0
2020-08-09,0.0
2020-08-16,0.0
2020-08-23,0.0
2020-08-30,0.0
2020-09-06,0.0
2020-09-13,0.0
2020-09-20,0.0
2020-09-27,0.0
2020-10-04,0.0
2020-10-11,0.0
2020-10-18,0.0
2020-10-25,0.0
2020-11-01,59.768707482993214
2020-11-08,0.0
2020-11-15,0.0
2020-11-22,0.0
2020-11-29,0.0
2020-12-06,0.0
2020-12-13,0.0
2020-12-20,0.0
2020-12-27,0.0
2021-01-03,0.0
2021-01-10,0.0
2021-01-17,0.0
2021-01-24,0.0
2021-01-31,0.0
2021-02-07,0.0
2021-02-14,0.0
2021-02-21,0.0
2021-02-28,57.1700680272109
2021-03-07,62.367346938775526
2021-03-14,0.0
2021-03-21,0.0
2021-03-28,0.0
2021-04-04,0.0
2021-04-11,0.0
2021-04-18,0.0
2021-04-25,0.0
2021-05-02,0.0
2021-05-09,0.0
2021-05-16,0.0
2021-05-23,0.0
2021-05-30,0.0
2021-06-06,0.0
2021-06-13,0.0
2021-06-20,0.0
2021-06-27,0.0
2021-07-04,0.0
2021-07-11,0.0
2021-07-18,0.0
2021-07-25,0.0
2021-08-01,70.16326530612247
2021-08-08,0.0
2021-08-15,0.0
2021-08-22,0.0
2021-08-29,0.0
2021-09-05,0.0
2021-09-12,0.0
2021-09-19,0.0
2021-09-26,0.0
2021-10-03,68.86394557823131
2021-10-10,0.0
2021-10-17,0.0
2021-10-24,68.86394557823131
2021-10-31,76.65986394557825
2021-11-07,71.46258503401363
2021-11-14,0.0
2021-11-21,0.0
2021-11-28,0.0
2021-12-05,0.0
2021-12-12,0.0
2021-12-19,0.0
2021-12-26,0.0
2022-01-02,0.0
2022-01-09,0.0
2022-01-16,0.0
2022-01-23,0.0
2022-01-30,0.0
2022-02-06,0.0
2022-02-13,0.0
2022-02-20,0.0
2022-02-27,92.25170068027214
2022-03-06,92.25170068027214
2022-03-13,50.67346938775511
2022-03-20,50.67346938775511
2022-03-27,48.0748299319728
2022-04-03,55.87074829931974
2022-04-10,57.1700680272109
2022-04-17,0.0
2022-04-24,55.87074829931974
2022-05-01,44.17687074829933
2022-05-08,105.2448979591837
2022-05-15,92.25170068027214
2022-05-22,61.06802721088437
2022-05-29,74.06122448979593
2022-06-05,70.16326530612247
2022-06-12,93.55102040816328
2022-06-19,0.0
2022-06-26,83.15646258503403
2022-07-03,0.0
2022-07-10,55.87074829931974
2022-07-17,0.0
2022-07-24,97.44897959183676
2022-07-31,129.9319727891157
2022-08-07,110.44217687074833
2022-08-14,77.95918367346941
2022-08-21,59.768707482993214
2022-08-28,100.04761904761908
2022-09-04,58.469387755102055
2022-09-11,90.95238095238098
2022-09-18,80.55782312925172
2022-09-25,54.571428571428584
2022-10-02,54.571428571428584
2022-10-09,54.571428571428584
2022-10-16,61.06802721088437
2022-10-23,57.1700680272109
2022-10-30,54.571428571428584
2022-11-06,0.0
2022-11-13,0.0
2022-11-20,0.0
2022-11-27,48.0748299319728
2022-12-04,0.0
2022-12-11,0.0
2022-12-18,53.27210884353743
2022-12-25,0.0
2023-01-01,0.0
2023-01-08,50.67346938775511
2023-01-15,54.571428571428584
2023-01-22,0.0
2023-01-29,0.0
2023-02-05,81.85714285714288
2023-02-12,0.0
2023-02-19,66.26530612244899
2023-02-26,74.06122448979593
2023-03-05,58.469387755102055
2023-03-12,49.37414965986396
2023-03-19,0.0
2023-03-26,0.0
2023-04-02,51.97278911564627
2023-04-09,51.97278911564627
2023-04-16,0.0
2023-04-23,50.67346938775511
2023-04-30,68.86394557823131
2023-05-07,61.06802721088437
2023-05-14,83.15646258503403
2023-05-21,0.0
2023-05-28,0.0
2023-06-04,0.0
2023-06-11,71.46258503401363
2023-06-18,0.0
2023-06-25,0.0
2023-07-02,0.0
2023-07-09,66.26530612244899
2023-07-16,0.0
2023-07-23,0.0
2023-07-30,59.768707482993214
2023-08-06,0.0
2023-08-13,67.56462585034015
2023-08-20,66.26530612244899
2023-08-27,55.87074829931974
2023-09-03,79.25850340136057
2023-09-10,0.0
2023-09-17,59.768707482993214
2023-09-24,0.0
2023-10-01,61.06802721088437
2023-10-08,0.0
2023-10-15,67.56462585034015
2023-10-22,76.65986394557825
2023-10-29,0.0
2023-11-05,0.0
2023-11-12,50.67346938775511
2023-11-19,0.0
2023-11-26,0.0
2023-12-03,51.97278911564627
2023-12-10,75.36054421768709
2023-12-17,0.0
2023-12-24,0.0
2023-12-31,0.0
2024-01-07,53.51573129251701
2024-01-14,0.0
2024-01-21,75.70518085282895
2024-01-28,61.34730172556828
2024-02-04,0.0
2024-02-11,74.39991911398707
2024-02-18,0.0
2024-02-25,0.0
2024-03-03,0.0
2024-03-10,0.0
2024-03-17,58.73677824788452
2024-03-24,0.0
2024-03-31,91.36832171893148
2024-04-07,0.0
2024-04-14,0.0
2024-04-21,58.73677824788452
2024-04-28,63.95782520325204
2024-05-05,63.95782520325204
2024-05-12,0.0
2024-05-19,0.0
2024-05-26,60.0420399867264
2024-06-02,71.78939563630331
2024-06-09,0.0
2024-06-16,0.0
2024-06-23,0.0
2024-06-30,62.652563464410164
2024-07-07,60.0420399867264
2024-07-14,0.0
2024-07-21,61.34730172556828
2024-07-28,87.45253650240585
2024-08-04,0.0
2024-08-11,73.09465737514519
2024-08-18,62.652563464410164
2024-08-25,66.5683486809358
2024-09-01,0.0
2024-09-08,0.0
2024-09-15,60.0420399867264
2024-09-22,58.73677824788452
2024-09-29,0.0
2024-10-06,0.0
2024-10-13,0.0
2024-10-20,0.0
2024-10-27,99.19989215198275
2024-11-03,0.0
2024-11-10,0.0
2024-11-17,0.0
2024-11-24,0.0
2024-12-01,0.0
2024-12-08,0.0
2024-12-15,0.0
2024-12-22,79.62096606935458
2024-12-29,79.62096606935458
2025-01-05,0.0
2025-01-12,0.0
2025-01-19,0.0
2025-01-26,0.0
2025-02-02,0.0
2025-02-09,66.5683486809358
2025-02-16,60.0420399867264
2025-02-23,0.0
2025-03-02,0.0
2025-03-09,0.0
2025-03-16,0.0
2025-03-23,0.0
2025-03-30,0.0
2025-04-06,0.0
2025-04-13,0.0
2025-04-20,91.36832171893148
2025-04-27,0.0
2025-05-04,0.0
2025-05-11,0.0
2025-05-18,0.0
2025-05-25,0.0
2025-06-01,86.14727476356397
2025-06-08,0.0
2025-06-15,0.0
2025-06-22,0.0
2025-06-29,65.26308694209392
2025-07-06,130.52617388418784
2025-07-13,0.0
2025-07-20,0.0
2025-07-27,101.81041562966651
2025-08-03,0.0
2025-08-10,0.0
2025-08-17,0.0
2025-08-24,0.0
2025-08-31,77.01044259167082
2025-09-07,83.53675128588021
2025-09-14,0.0
2025-09-21,62.652563464410164
2025-09-28,0.0
2025-10-05,0.0
2025-10-12,73.09465737514519
2025-10-19,0.0
2025-10-26,0.0
2025-11-02,0.0
2025-11-09,0.0
2025-11-16,86.14727476356397
2025-11-23,0.0
2025-11-30,0.0
2025-12-07,0.0
2025-12-14,0.0
2025-12-21,0.0
2025-12-28,87.45253650240585
2026-01-04,0.0
