,CAD & CAM
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,72.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,94.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.0
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,56.0
2019-03-31,0.0
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.0
2019-06-23,75.0
2019-06-30,0.0
2019-07-07,0.0
2019-07-14,0.0
2019-07-21,79.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,57.0
2019-10-20,57.0
2019-10-27,51.0
2019-11-03,55.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,59.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,76.53646677471637
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.0
2020-03-01,48.189627228525126
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.0
2020-04-05,0.0
2020-04-12,0.0
2020-04-19,0.0
2020-04-26,0.0
2020-05-03,0.0
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.0
2020-05-31,0.0
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,0.0
2020-06-28,0.0
2020-07-05,50.079416531604544
2020-07-12,0.0
2020-07-19,0.0
2020-07-26,0.0
2020-08-02,0.0
2020-08-09,0.0
2020-08-16,0.0
2020-08-23,0.0
2020-08-30,0.0
2020-09-06,0.0
2020-09-13,0.0
2020-09-20,0.0
2020-09-27,0.0
2020-10-04,62.36304700162075
2020-10-11,0.0
2020-10-18,0.0
2020-10-25,65.19773095623988
2020-11-01,0.0
2020-11-08,0.0
2020-11-15,0.0
2020-11-22,0.0
2020-11-29,0.0
2020-12-06,0.0
2020-12-13,77.48136142625609
2020-12-20,0.0
2020-12-27,0.0
2021-01-03,0.0
2021-01-10,0.0
2021-01-17,0.0
2021-01-24,0.0
2021-01-31,50.079416531604544
2021-02-07,0.0
2021-02-14,0.0
2021-02-21,0.0
2021-02-28,53.85899513776337
2021-03-07,0.0
2021-03-14,0.0
2021-03-21,55.74878444084279
2021-03-28,51.02431118314425
2021-04-04,62.36304700162075
2021-04-11,70.86709886547813
2021-04-18,0.0
2021-04-25,0.0
2021-05-02,0.0
2021-05-09,0.0
2021-05-16,0.0
2021-05-23,0.0
2021-05-30,0.0
2021-06-06,0.0
2021-06-13,0.0
2021-06-20,0.0
2021-06-27,0.0
2021-07-04,68.032414910859
2021-07-11,0.0
2021-07-18,0.0
2021-07-25,0.0
2021-08-01,0.0
2021-08-08,0.0
2021-08-15,0.0
2021-08-22,0.0
2021-08-29,0.0
2021-09-05,0.0
2021-09-12,0.0
2021-09-19,0.0
2021-09-26,0.0
2021-10-03,0.0
2021-10-10,0.0
2021-10-17,0.0
2021-10-24,0.0
2021-10-31,56.693679092382496
2021-11-07,0.0
2021-11-14,0.0
2021-11-21,0.0
2021-11-28,51.969205834683954
2021-12-05,0.0
2021-12-12,0.0
2021-12-19,0.0
2021-12-26,0.0
2022-01-02,0.0
2022-01-09,59.528363047001626
2022-01-16,0.0
2022-01-23,0.0
2022-01-30,0.0
2022-02-06,0.0
2022-02-13,45.354943273906
2022-02-20,71.81199351701783
2022-02-27,63.307941653160455
2022-03-06,0.0
2022-03-13,51.02431118314425
2022-03-20,0.0
2022-03-27,39.68557536466775
2022-04-03,40.630470016207454
2022-04-10,43.465153970826584
2022-04-17,43.465153970826584
2022-04-24,0.0
2022-05-01,0.0
2022-05-08,51.02431118314425
2022-05-15,43.465153970826584
2022-05-22,0.0
2022-05-29,0.0
2022-06-05,44.41004862236629
2022-06-12,46.29983792544571
2022-06-19,0.0
2022-06-26,47.24473257698541
2022-07-03,0.0
2022-07-10,0.0
2022-07-17,0.0
2022-07-24,54.803889789303085
2022-07-31,0.0
2022-08-07,54.803889789303085
2022-08-14,0.0
2022-08-21,0.0
2022-08-28,60.47325769854133
2022-09-04,44.41004862236629
2022-09-11,0.0
2022-09-18,45.354943273906
2022-09-25,0.0
2022-10-02,40.630470016207454
2022-10-09,0.0
2022-10-16,0.0
2022-10-23,0.0
2022-10-30,49.13452188006483
2022-11-06,60.47325769854133
2022-11-13,62.36304700162075
2022-11-20,47.24473257698541
2022-11-27,39.68557536466775
2022-12-04,0.0
2022-12-11,0.0
2022-12-18,0.0
2022-12-25,0.0
2023-01-01,0.0
2023-01-08,0.0
2023-01-15,39.68557536466775
2023-01-22,0.0
2023-01-29,57.63857374392221
2023-02-05,74.64667747163696
2023-02-12,0.0
2023-02-19,59.528363047001626
2023-02-26,0.0
2023-03-05,0.0
2023-03-12,62.36304700162075
2023-03-19,0.0
2023-03-26,0.0
2023-04-02,62.36304700162075
2023-04-09,65.19773095623988
2023-04-16,0.0
2023-04-23,0.0
2023-04-30,71.81199351701783
2023-05-07,66.14262560777958
2023-05-14,0.0
2023-05-21,47.24473257698541
2023-05-28,66.14262560777958
2023-06-04,0.0
2023-06-11,40.630470016207454
2023-06-18,0.0
2023-06-25,0.0
2023-07-02,0.0
2023-07-09,0.0
2023-07-16,0.0
2023-07-23,0.0
2023-07-30,85.04051863857374
2023-08-06,0.0
2023-08-13,54.803889789303085
2023-08-20,0.0
2023-08-27,0.0
2023-09-03,0.0
2023-09-10,0.0
2023-09-17,49.13452188006483
2023-09-24,0.0
2023-10-01,51.02431118314425
2023-10-08,62.36304700162075
2023-10-15,0.0
2023-10-22,45.354943273906
2023-10-29,58.583468395461914
2023-11-05,72.75688816855754
2023-11-12,0.0
2023-11-19,54.803889789303085
2023-11-26,0.0
2023-12-03,47.24473257698541
2023-12-10,49.13452188006483
2023-12-17,66.14262560777958
2023-12-24,0.0
2023-12-31,67.08752025931929
2024-01-07,0.0
2024-01-14,75.67630246823066
2024-01-21,0.0
2024-01-28,66.21676465970182
2024-02-04,0.0
2024-02-11,73.31141801609846
2024-02-18,0.0
2024-02-25,50.845015720842476
2024-03-03,63.85188020756962
2024-03-10,47.297689042644166
2024-03-17,53.209900172974685
2024-03-24,0.0
2024-03-31,0.0
2024-04-07,55.57478462510689
2024-04-14,0.0
2024-04-21,0.0
2024-04-28,0.0
2024-05-05,0.0
2024-05-12,0.0
2024-05-19,0.0
2024-05-26,0.0
2024-06-02,76.85874469429676
2024-06-09,62.66943798150351
2024-06-16,60.304553529371304
2024-06-23,67.39920688576792
2024-06-30,0.0
2024-07-07,65.03432243363572
2024-07-14,66.21676465970182
2024-07-21,0.0
2024-07-28,0.0
2024-08-04,118.2442226066104
2024-08-11,86.3182825028256
2024-08-18,102.87247366775105
2024-08-25,0.0
2024-09-01,68.58164911183404
2024-09-08,68.58164911183404
2024-09-15,0.0
2024-09-22,0.0
2024-09-29,0.0
2024-10-06,0.0
2024-10-13,59.1221113033052
2024-10-20,60.304553529371304
2024-10-27,72.12897579003234
2024-11-03,61.48699575543741
2024-11-10,65.03432243363572
2024-11-17,106.41980034594937
2024-11-24,0.0
2024-12-01,65.03432243363572
2024-12-08,0.0
2024-12-15,59.1221113033052
2024-12-22,61.48699575543741
2024-12-29,0.0
2025-01-05,0.0
2025-01-12,57.939669077239095
2025-01-19,60.304553529371304
2025-01-26,66.21676465970182
2025-02-02,63.85188020756962
2025-02-09,93.41293585922222
2025-02-16,66.21676465970182
2025-02-23,54.392342399040785
2025-03-02,68.58164911183404
2025-03-09,85.1358402767595
2025-03-16,0.0
2025-03-23,0.0
2025-03-30,0.0
2025-04-06,0.0
2025-04-13,0.0
2025-04-20,70.94653356396624
2025-04-27,0.0
2025-05-04,89.86560918102391
2025-05-11,0.0
2025-05-18,52.02745794690858
2025-05-25,0.0
2025-06-01,0.0
2025-06-08,65.03432243363572
2025-06-15,0.0
2025-06-22,67.39920688576792
2025-06-29,0.0
2025-07-06,0.0
2025-07-13,85.1358402767595
2025-07-20,108.78468479808157
2025-07-27,56.757226851172994
2025-08-03,0.0
2025-08-10,53.209900172974685
2025-08-17,108.78468479808157
2025-08-24,63.85188020756962
2025-08-31,53.209900172974685
2025-09-07,59.1221113033052
2025-09-14,48.48013126871027
2025-09-21,73.31141801609846
2025-09-28,50.845015720842476
2025-10-05,67.39920688576792
2025-10-12,70.94653356396624
2025-10-19,54.392342399040785
2025-10-26,72.12897579003234
2025-11-02,106.41980034594937
2025-11-09,75.67630246823066
2025-11-16,79.22362914642898
2025-11-23,67.39920688576792
2025-11-30,0.0
2025-12-07,76.85874469429676
2025-12-14,94.59537808528833
2025-12-21,82.77095582462728
2025-12-28,0.0
2026-01-04,57.939669077239095
