,Job
2018-10-07,72.0
2018-10-14,82.0
2018-10-21,71.0
2018-10-28,67.0
2018-11-04,75.0
2018-11-11,63.0
2018-11-18,65.0
2018-11-25,75.0
2018-12-02,72.0
2018-12-09,71.0
2018-12-16,75.0
2018-12-23,58.0
2018-12-30,80.0
2019-01-06,85.0
2019-01-13,81.0
2019-01-20,81.0
2019-01-27,77.0
2019-02-03,73.0
2019-02-10,73.0
2019-02-17,73.0
2019-02-24,77.0
2019-03-03,81.0
2019-03-10,75.0
2019-03-17,70.0
2019-03-24,68.0
2019-03-31,67.0
2019-04-07,57.0
2019-04-14,62.0
2019-04-21,58.0
2019-04-28,71.0
2019-05-05,83.0
2019-05-12,67.0
2019-05-19,87.0
2019-05-26,93.0
2019-06-02,75.0
2019-06-09,80.0
2019-06-16,80.0
2019-06-23,85.0
2019-06-30,82.0
2019-07-07,90.0
2019-07-14,80.0
2019-07-21,82.0
2019-07-28,81.0
2019-08-04,79.0
2019-08-11,70.0
2019-08-18,66.0
2019-08-25,59.0
2019-09-01,86.0
2019-09-08,98.0
2019-09-15,100.0
2019-09-22,89.0
2019-09-29,85.0
2019-10-06,77.0
2019-10-13,86.0
2019-10-20,78.0
2019-10-27,73.0
2019-11-03,74.0
2019-11-10,62.0
2019-11-17,79.0
2019-11-24,77.0
2019-12-01,79.0
2019-12-08,70.0
2019-12-15,76.0
2019-12-22,64.0
2019-12-29,86.0
2020-01-05,82.0
2020-01-12,94.0
2020-01-19,95.0
2020-01-26,83.0
2020-02-02,86.0
2020-02-09,88.0
2020-02-16,87.0
2020-02-23,88.0
2020-03-01,84.0
2020-03-08,64.0
2020-03-15,40.0
2020-03-22,29.0
2020-03-29,26.0
2020-04-05,26.0
2020-04-12,28.0
2020-04-19,34.0
2020-04-26,30.0
2020-05-03,37.0
2020-05-10,51.0
2020-05-17,52.0
2020-05-24,53.0
2020-05-31,55.0
2020-06-07,66.0
2020-06-14,62.0
2020-06-21,59.0
2020-06-28,65.0
2020-07-05,67.0
2020-07-12,59.0
2020-07-19,65.0
2020-07-26,63.0
2020-08-02,54.0
2020-08-09,75.0
2020-08-16,90.0
2020-08-23,85.0
2020-08-30,78.0
2020-09-06,83.0
2020-09-13,83.0
2020-09-20,79.0
2020-09-27,67.0
2020-10-04,55.0
2020-10-11,55.0
2020-10-18,55.0
2020-10-25,47.0
2020-11-01,45.0
2020-11-08,54.0
2020-11-15,59.0
2020-11-22,62.0
2020-11-29,62.0
2020-12-06,58.0
2020-12-13,60.0
2020-12-20,55.0
2020-12-27,53.0
2021-01-03,69.0
2021-01-10,58.0
2021-01-17,63.0
2021-01-24,65.0
2021-01-31,67.0
2021-02-07,71.0
2021-02-14,66.0
2021-02-21,62.0
2021-02-28,66.0
2021-03-07,58.0
2021-03-14,66.0
2021-03-21,59.0
2021-03-28,60.0
2021-04-04,57.0
2021-04-11,42.0
2021-04-18,60.0
2021-04-25,55.0
2021-05-02,64.0
2021-05-09,59.0
2021-05-16,51.0
2021-05-23,51.0
2021-05-30,51.0
2021-06-06,58.0
2021-06-13,51.0
2021-06-20,49.0
2021-06-27,55.0
2021-07-04,58.0
2021-07-11,61.0
2021-07-18,59.0
2021-07-25,56.0
2021-08-01,57.0
2021-08-08,52.0
2021-08-15,49.0
2021-08-22,53.0
2021-08-29,57.0
2021-09-05,52.0
2021-09-12,53.0
2021-09-19,53.0
2021-09-26,57.0
2021-10-03,44.0
2021-10-10,6.0
2021-10-17,0.0
2021-10-24,0.0
2021-10-31,1.0
2021-11-07,0.0
2021-11-14,0.0
2021-11-21,0.0
2021-11-28,1.0
2021-12-05,1.0
2021-12-12,2.0
2021-12-19,1.0
2021-12-26,1.0
2022-01-02,1.0
2022-01-09,1.0
2022-01-16,1.0
2022-01-23,2.0
2022-01-30,1.0
2022-02-06,2.0
2022-02-13,2.0
2022-02-20,2.0
2022-02-27,2.0
2022-03-06,2.0
2022-03-13,2.0
2022-03-20,2.0
2022-03-27,1.0
2022-04-03,1.0
2022-04-10,1.0
2022-04-17,2.0
2022-04-24,2.0
2022-05-01,1.0
2022-05-08,1.0
2022-05-15,1.0
2022-05-22,1.0
2022-05-29,0.0
2022-06-05,0.0
2022-06-12,0.0
2022-06-19,0.0
2022-06-26,0.0
2022-07-03,0.0
2022-07-10,0.0
2022-07-17,0.0
2022-07-24,0.0
2022-07-31,0.0
2022-08-07,0.0
2022-08-14,0.0
2022-08-21,1.0
2022-08-28,1.0
2022-09-04,1.0
2022-09-11,1.0
2022-09-18,1.0
2022-09-25,1.0
2022-10-02,1.0
2022-10-09,1.0
2022-10-16,1.0
2022-10-23,1.0
2022-10-30,2.0
2022-11-06,2.0
2022-11-13,1.0
2022-11-20,1.0
2022-11-27,2.0
2022-12-04,1.0
2022-12-11,2.0
2022-12-18,1.0
2022-12-25,1.0
2023-01-01,2.0
2023-01-08,1.0
2023-01-15,1.0
2023-01-22,2.0
2023-01-29,2.0
2023-02-05,2.0
2023-02-12,1.0
2023-02-19,2.0
2023-02-26,3.0
2023-03-05,11.0
2023-03-12,15.0
2023-03-19,15.0
2023-03-26,12.0
2023-04-02,11.0
2023-04-09,9.0
2023-04-16,13.0
2023-04-23,11.0
2023-04-30,12.0
2023-05-07,13.0
2023-05-14,15.0
2023-05-21,12.0
2023-05-28,9.0
2023-06-04,11.0
2023-06-11,11.0
2023-06-18,11.0
2023-06-25,8.0
2023-07-02,8.0
2023-07-09,5.0
2023-07-16,57.0
2023-07-23,55.0
2023-07-30,60.0
2023-08-06,60.0
2023-08-13,63.0
2023-08-20,59.0
2023-08-27,53.0
2023-09-03,58.0
2023-09-10,52.0
2023-09-17,57.0
2023-09-24,51.0
2023-10-01,49.0
2023-10-08,47.0
2023-10-15,44.0
2023-10-22,42.0
2023-10-29,42.0
2023-11-05,43.0
2023-11-12,47.0
2023-11-19,46.0
2023-11-26,48.0
2023-12-03,56.0
2023-12-10,52.0
2023-12-17,46.0
2023-12-24,44.0
2023-12-31,54.0
2024-01-07,50.307564422277636
2024-01-14,51.56525353283458
2024-01-21,39.61720698254364
2024-01-28,17.607647547797175
2024-02-04,44.019118869492935
2024-02-11,39.61720698254364
2024-02-18,39.61720698254364
2024-02-25,40.24605153782211
2024-03-03,40.24605153782211
2024-03-10,40.24605153782211
2024-03-17,39.61720698254364
2024-03-24,40.87489609310058
2024-03-31,38.98836242726517
2024-04-07,34.58645054031588
2024-04-14,38.98836242726517
2024-04-21,48.42103075644223
2024-04-28,44.647963424771405
2024-05-05,42.13258520365752
2024-05-12,41.50374064837905
2024-05-19,37.10182876142976
2024-05-26,40.87489609310058
2024-06-02,42.761429758935996
2024-06-09,35.84413965087282
2024-06-16,38.98836242726517
2024-06-23,43.390274314214466
2024-06-30,45.276807980049874
2024-07-07,41.50374064837905
2024-07-14,43.390274314214466
2024-07-21,45.90565253532834
2024-07-28,39.61720698254364
2024-08-04,42.761429758935996
2024-08-11,42.761429758935996
2024-08-18,42.761429758935996
2024-08-25,40.87489609310058
2024-09-01,45.90565253532834
2024-09-08,39.61720698254364
2024-09-15,35.84413965087282
2024-09-22,39.61720698254364
2024-09-29,45.276807980049874
2024-10-06,45.90565253532834
2024-10-13,41.50374064837905
2024-10-20,8.803823773898587
2024-10-27,9.432668329177057
2024-11-03,8.803823773898587
2024-11-10,8.174979218620116
2024-11-17,8.803823773898587
2024-11-24,8.174979218620116
2024-12-01,9.432668329177057
2024-12-08,10.061512884455528
2024-12-15,8.803823773898587
2024-12-22,9.432668329177057
2024-12-29,28.92684954280964
2025-01-05,47.16334164588529
2025-01-12,46.53449709060682
2025-01-19,38.359517871986704
2025-01-26,27.04031587697423
2025-02-02,52.19409808811305
2025-02-09,42.761429758935996
2025-02-16,45.276807980049874
2025-02-23,40.87489609310058
2025-03-02,39.61720698254364
2025-03-09,39.61720698254364
2025-03-16,37.73067331670823
2025-03-23,35.84413965087282
2025-03-30,33.957605985037404
2025-04-06,30.813383208645053
2025-04-13,30.813383208645053
2025-04-20,40.87489609310058
2025-04-27,42.761429758935996
2025-05-04,45.276807980049874
2025-05-11,46.53449709060682
2025-05-18,49.67871986699917
2025-05-25,44.647963424771405
2025-06-01,48.42103075644223
2025-06-08,45.90565253532834
2025-06-15,47.16334164588529
2025-06-22,49.67871986699917
2025-06-29,45.276807980049874
2025-07-06,40.87489609310058
2025-07-13,42.761429758935996
2025-07-20,44.019118869492935
2025-07-27,40.87489609310058
2025-08-03,41.50374064837905
2025-08-10,39.61720698254364
2025-08-17,41.50374064837905
2025-08-24,40.87489609310058
2025-08-31,39.61720698254364
2025-09-07,43.390274314214466
2025-09-14,39.61720698254364
2025-09-21,38.359517871986704
2025-09-28,38.98836242726517
2025-10-05,38.359517871986704
2025-10-12,40.87489609310058
2025-10-19,38.359517871986704
2025-10-26,39.61720698254364
2025-11-02,40.24605153782211
2025-11-09,42.761429758935996
2025-11-16,42.761429758935996
2025-11-23,38.359517871986704
2025-11-30,35.84413965087282
2025-12-07,41.50374064837905
2025-12-14,38.359517871986704
2025-12-21,37.10182876142976
2025-12-28,42.13258520365752
