,Health Insurance
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,76.0
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,80.0
2019-02-10,76.0
2019-02-17,0.0
2019-02-24,94.0
2019-03-03,0.0
2019-03-10,75.0
2019-03-17,0.0
2019-03-24,0.0
2019-03-31,76.0
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,0.0
2019-07-07,0.0
2019-07-14,89.0
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,75.0
2019-10-06,78.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,97.0
2019-11-03,0.0
2019-11-10,100.0
2019-11-17,65.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,79.0
2019-12-15,68.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,64.70413573700954
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.0
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,61.35737009544008
2020-04-05,0.0
2020-04-12,0.0
2020-04-19,0.0
2020-04-26,0.0
2020-05-03,0.0
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.0
2020-05-31,0.0
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,0.0
2020-06-28,0.0
2020-07-05,0.0
2020-07-12,58.01060445387063
2020-07-19,0.0
2020-07-26,0.0
2020-08-02,0.0
2020-08-09,0.0
2020-08-16,0.0
2020-08-23,0.0
2020-08-30,0.0
2020-09-06,0.0
2020-09-13,0.0
2020-09-20,0.0
2020-09-27,0.0
2020-10-04,0.0
2020-10-11,0.0
2020-10-18,0.0
2020-10-25,0.0
2020-11-01,0.0
2020-11-08,0.0
2020-11-15,0.0
2020-11-22,0.0
2020-11-29,0.0
2020-12-06,0.0
2020-12-13,0.0
2020-12-20,0.0
2020-12-27,0.0
2021-01-03,0.0
2021-01-10,0.0
2021-01-17,0.0
2021-01-24,0.0
2021-01-31,60.241781548250266
2021-02-07,0.0
2021-02-14,0.0
2021-02-21,0.0
2021-02-28,0.0
2021-03-07,0.0
2021-03-14,0.0
2021-03-21,0.0
2021-03-28,0.0
2021-04-04,0.0
2021-04-11,68.050901378579
2021-04-18,0.0
2021-04-25,0.0
2021-05-02,0.0
2021-05-09,0.0
2021-05-16,0.0
2021-05-23,0.0
2021-05-30,0.0
2021-06-06,68.050901378579
2021-06-13,0.0
2021-06-20,0.0
2021-06-27,0.0
2021-07-04,0.0
2021-07-11,0.0
2021-07-18,0.0
2021-07-25,0.0
2021-08-01,104.86532343584305
2021-08-08,0.0
2021-08-15,0.0
2021-08-22,0.0
2021-08-29,84.7847295864263
2021-09-05,68.050901378579
2021-09-12,68.050901378579
2021-09-19,75.86002120890774
2021-09-26,73.6288441145281
2021-10-03,0.0
2021-10-10,73.6288441145281
2021-10-17,0.0
2021-10-24,68.050901378579
2021-10-31,0.0
2021-11-07,71.39766702014846
2021-11-14,0.0
2021-11-21,0.0
2021-11-28,0.0
2021-12-05,0.0
2021-12-12,0.0
2021-12-19,0.0
2021-12-26,0.0
2022-01-02,0.0
2022-01-09,74.74443266171792
2022-01-16,0.0
2022-01-23,63.58854718981972
2022-01-30,0.0
2022-02-06,0.0
2022-02-13,61.35737009544008
2022-02-20,58.01060445387063
2022-02-27,0.0
2022-03-06,60.241781548250266
2022-03-13,0.0
2022-03-20,0.0
2022-03-27,65.81972428419937
2022-04-03,0.0
2022-04-10,55.77942735949099
2022-04-17,58.01060445387063
2022-04-24,46.854718981972425
2022-05-01,0.0
2022-05-08,0.0
2022-05-15,65.81972428419937
2022-05-22,63.58854718981972
2022-05-29,0.0
2022-06-05,0.0
2022-06-12,80.32237539766702
2022-06-19,75.86002120890774
2022-06-26,54.663838812301165
2022-07-03,0.0
2022-07-10,65.81972428419937
2022-07-17,0.0
2022-07-24,62.472958642629905
2022-07-31,0.0
2022-08-07,0.0
2022-08-14,0.0
2022-08-21,0.0
2022-08-28,90.3626723223754
2022-09-04,0.0
2022-09-11,0.0
2022-09-18,71.39766702014846
2022-09-25,0.0
2022-10-02,74.74443266171792
2022-10-09,81.43796394485683
2022-10-16,64.70413573700954
2022-10-23,0.0
2022-10-30,0.0
2022-11-06,65.81972428419937
2022-11-13,0.0
2022-11-20,72.51325556733828
2022-11-27,75.86002120890774
2022-12-04,51.3170731707317
2022-12-11,70.28207847295864
2022-12-18,0.0
2022-12-25,60.241781548250266
2023-01-01,0.0
2023-01-08,111.55885471898198
2023-01-15,68.050901378579
2023-01-22,61.35737009544008
2023-01-29,58.01060445387063
2023-02-05,0.0
2023-02-12,0.0
2023-02-19,64.70413573700954
2023-02-26,49.085896076352064
2023-03-05,0.0
2023-03-12,0.0
2023-03-19,0.0
2023-03-26,53.54825026511135
2023-04-02,50.20148462354189
2023-04-09,69.16648992576881
2023-04-16,58.01060445387063
2023-04-23,49.085896076352064
2023-04-30,0.0
2023-05-07,60.241781548250266
2023-05-14,66.93531283138918
2023-05-21,98.17179215270413
2023-05-28,68.050901378579
2023-06-04,0.0
2023-06-11,0.0
2023-06-18,65.81972428419937
2023-06-25,0.0
2023-07-02,0.0
2023-07-09,61.35737009544008
2023-07-16,55.77942735949099
2023-07-23,0.0
2023-07-30,0.0
2023-08-06,75.86002120890774
2023-08-13,0.0
2023-08-20,0.0
2023-08-27,55.77942735949099
2023-09-03,0.0
2023-09-10,0.0
2023-09-17,0.0
2023-09-24,54.663838812301165
2023-10-01,58.01060445387063
2023-10-08,0.0
2023-10-15,55.77942735949099
2023-10-22,0.0
2023-10-29,0.0
2023-11-05,0.0
2023-11-12,52.432661717921526
2023-11-19,52.432661717921526
2023-11-26,0.0
2023-12-03,71.39766702014846
2023-12-10,83.66914103923648
2023-12-17,87.01590668080594
2023-12-24,0.0
2023-12-31,61.35737009544008
2024-01-07,0.0
2024-01-14,72.34975806705523
2024-01-21,66.41945002877202
2024-01-28,0.0
2024-02-04,0.0
2024-02-11,72.34975806705523
2024-02-18,0.0
2024-02-25,0.0
2024-03-03,0.0
2024-03-10,0.0
2024-03-17,0.0
2024-03-24,0.0
2024-03-31,79.4661277129951
2024-04-07,0.0
2024-04-14,90.1406821819049
2024-04-21,73.53581967471189
2024-04-28,80.65218932065174
2024-05-05,98.44311343550139
2024-05-12,69.97763485174195
2024-05-19,66.41945002877202
2024-05-26,80.65218932065174
2024-06-02,71.1636964593986
2024-06-09,0.0
2024-06-16,0.0
2024-06-23,0.0
2024-06-30,0.0
2024-07-07,75.90794289002517
2024-07-14,72.34975806705523
2024-07-21,81.83825092830838
2024-07-28,0.0
2024-08-04,74.72188128236853
2024-08-11,118.60616076566433
2024-08-18,0.0
2024-08-25,110.30372951206782
2024-09-01,60.489141990488804
2024-09-08,74.72188128236853
2024-09-15,0.0
2024-09-22,0.0
2024-09-29,64.04732681345874
2024-10-06,0.0
2024-10-13,74.72188128236853
2024-10-20,0.0
2024-10-27,62.86126520580209
2024-11-03,104.3734214737846
2024-11-10,0.0
2024-11-17,0.0
2024-11-24,67.60551163642866
2024-12-01,118.60616076566433
2024-12-08,79.4661277129951
2024-12-15,73.53581967471189
2024-12-22,0.0
2024-12-29,100.81523665081468
2025-01-05,87.7685589665916
2025-01-12,78.28006610533845
2025-01-19,84.21037414362168
2025-01-26,73.53581967471189
2025-02-02,0.0
2025-02-09,0.0
2025-02-16,74.72188128236853
2025-02-23,0.0
2025-03-02,0.0
2025-03-09,0.0
2025-03-16,86.58249735893496
2025-03-23,71.1636964593986
2025-03-30,0.0
2025-04-06,0.0
2025-04-13,0.0
2025-04-20,99.62917504315803
2025-04-27,0.0
2025-05-04,0.0
2025-05-11,0.0
2025-05-18,65.23338842111538
2025-05-25,0.0
2025-06-01,0.0
2025-06-08,77.09400449768181
2025-06-15,84.21037414362168
2025-06-22,72.34975806705523
2025-06-29,81.83825092830838
2025-07-06,115.04797594269439
2025-07-13,0.0
2025-07-20,0.0
2025-07-27,0.0
2025-08-03,0.0
2025-08-10,0.0
2025-08-17,65.23338842111538
2025-08-24,0.0
2025-08-31,0.0
2025-09-07,0.0
2025-09-14,0.0
2025-09-21,80.65218932065174
2025-09-28,0.0
2025-10-05,94.88492861253147
2025-10-12,102.00129825847132
2025-10-19,0.0
2025-10-26,0.0
2025-11-02,0.0
2025-11-09,68.79157324408531
2025-11-16,0.0
2025-11-23,0.0
2025-11-30,60.489141990488804
2025-12-07,109.11766790441118
2025-12-14,67.60551163642866
2025-12-21,88.95462057424824
2025-12-28,84.21037414362168
2026-01-04,79.4661277129951
