,Grocery & Food Retailers
2018-10-07,66.0
2018-10-14,100.0
2018-10-21,0.0
2018-10-28,56.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,61.0
2018-11-25,0.0
2018-12-02,77.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,64.0
2018-12-30,0.0
2019-01-06,70.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,61.0
2019-02-24,0.0
2019-03-03,65.0
2019-03-10,0.0
2019-03-17,83.0
2019-03-24,0.0
2019-03-31,0.0
2019-04-07,62.0
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,64.0
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,69.0
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.0
2019-06-23,58.0
2019-06-30,0.0
2019-07-07,0.0
2019-07-14,75.0
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,55.0
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,66.0
2019-09-29,0.0
2019-10-06,61.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,75.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,57.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,57.00364077669902
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,48.06189320388349
2020-02-02,0.0
2020-02-09,50.297330097087375
2020-02-16,51.415048543689316
2020-02-23,0.0
2020-03-01,0.0
2020-03-08,59.239077669902905
2020-03-15,111.77184466019416
2020-03-22,61.47451456310679
2020-03-29,0.0
2020-04-05,0.0
2020-04-12,73.76941747572815
2020-04-19,74.88713592233009
2020-04-26,49.179611650485434
2020-05-03,42.47330097087378
2020-05-10,45.82645631067961
2020-05-17,43.59101941747572
2020-05-24,0.0
2020-05-31,0.0
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,0.0
2020-06-28,49.179611650485434
2020-07-05,51.415048543689316
2020-07-12,46.94417475728155
2020-07-19,0.0
2020-07-26,0.0
2020-08-02,0.0
2020-08-09,0.0
2020-08-16,0.0
2020-08-23,0.0
2020-08-30,0.0
2020-09-06,0.0
2020-09-13,0.0
2020-09-20,0.0
2020-09-27,54.76820388349514
2020-10-04,0.0
2020-10-11,68.18082524271844
2020-10-18,0.0
2020-10-25,0.0
2020-11-01,0.0
2020-11-08,49.179611650485434
2020-11-15,0.0
2020-11-22,0.0
2020-11-29,0.0
2020-12-06,0.0
2020-12-13,0.0
2020-12-20,61.47451456310679
2020-12-27,51.415048543689316
2021-01-03,55.88592233009708
2021-01-10,0.0
2021-01-17,0.0
2021-01-24,0.0
2021-01-31,0.0
2021-02-07,0.0
2021-02-14,0.0
2021-02-21,55.88592233009708
2021-02-28,0.0
2021-03-07,50.297330097087375
2021-03-14,54.76820388349514
2021-03-21,0.0
2021-03-28,0.0
2021-04-04,68.18082524271844
2021-04-11,0.0
2021-04-18,0.0
2021-04-25,0.0
2021-05-02,67.0631067961165
2021-05-09,0.0
2021-05-16,0.0
2021-05-23,79.35800970873785
2021-05-30,53.6504854368932
2021-06-06,0.0
2021-06-13,63.70995145631068
2021-06-20,64.82766990291262
2021-06-27,0.0
2021-07-04,50.297330097087375
2021-07-11,0.0
2021-07-18,0.0
2021-07-25,0.0
2021-08-01,55.88592233009708
2021-08-08,49.179611650485434
2021-08-15,0.0
2021-08-22,0.0
2021-08-29,0.0
2021-09-05,60.356796116504846
2021-09-12,0.0
2021-09-19,67.0631067961165
2021-09-26,64.82766990291262
2021-10-03,0.0
2021-10-10,72.6516990291262
2021-10-17,0.0
2021-10-24,0.0
2021-10-31,0.0
2021-11-07,0.0
2021-11-14,0.0
2021-11-21,84.94660194174756
2021-11-28,76.00485436893203
2021-12-05,0.0
2021-12-12,0.0
2021-12-19,0.0
2021-12-26,62.592233009708735
2022-01-02,0.0
2022-01-09,92.77063106796116
2022-01-16,0.0
2022-01-23,52.53276699029126
2022-01-30,0.0
2022-02-06,0.0
2022-02-13,41.35558252427184
2022-02-20,39.120145631067956
2022-02-27,43.59101941747572
2022-03-06,67.0631067961165
2022-03-13,54.76820388349514
2022-03-20,62.592233009708735
2022-03-27,69.29854368932038
2022-04-03,33.53155339805825
2022-04-10,65.94538834951456
2022-04-17,52.53276699029126
2022-04-24,34.64927184466019
2022-05-01,44.70873786407766
2022-05-08,44.70873786407766
2022-05-15,0.0
2022-05-22,0.0
2022-05-29,0.0
2022-06-05,0.0
2022-06-12,0.0
2022-06-19,0.0
2022-06-26,0.0
2022-07-03,0.0
2022-07-10,0.0
2022-07-17,0.0
2022-07-24,58.12135922330096
2022-07-31,0.0
2022-08-07,91.65291262135922
2022-08-14,0.0
2022-08-21,0.0
2022-08-28,0.0
2022-09-04,0.0
2022-09-11,46.94417475728155
2022-09-18,40.2378640776699
2022-09-25,43.59101941747572
2022-10-02,51.415048543689316
2022-10-09,42.47330097087378
2022-10-16,0.0
2022-10-23,60.356796116504846
2022-10-30,0.0
2022-11-06,43.59101941747572
2022-11-13,45.82645631067961
2022-11-20,0.0
2022-11-27,0.0
2022-12-04,67.0631067961165
2022-12-11,49.179611650485434
2022-12-18,49.179611650485434
2022-12-25,73.76941747572815
2023-01-01,74.88713592233009
2023-01-08,52.53276699029126
2023-01-15,0.0
2023-01-22,0.0
2023-01-29,49.179611650485434
2023-02-05,64.82766990291262
2023-02-12,88.29975728155338
2023-02-19,0.0
2023-02-26,54.76820388349514
2023-03-05,73.76941747572815
2023-03-12,60.356796116504846
2023-03-19,59.239077669902905
2023-03-26,60.356796116504846
2023-04-02,0.0
2023-04-09,61.47451456310679
2023-04-16,45.82645631067961
2023-04-23,43.59101941747572
2023-04-30,40.2378640776699
2023-05-07,49.179611650485434
2023-05-14,0.0
2023-05-21,42.47330097087378
2023-05-28,49.179611650485434
2023-06-04,0.0
2023-06-11,73.76941747572815
2023-06-18,50.297330097087375
2023-06-25,43.59101941747572
2023-07-02,41.35558252427184
2023-07-09,103.94781553398057
2023-07-16,63.70995145631068
2023-07-23,45.82645631067961
2023-07-30,61.47451456310679
2023-08-06,53.6504854368932
2023-08-13,58.12135922330096
2023-08-20,93.8883495145631
2023-08-27,43.59101941747572
2023-09-03,41.35558252427184
2023-09-10,52.53276699029126
2023-09-17,0.0
2023-09-24,46.94417475728155
2023-10-01,0.0
2023-10-08,40.2378640776699
2023-10-15,46.94417475728155
2023-10-22,52.53276699029126
2023-10-29,0.0
2023-11-05,52.53276699029126
2023-11-12,61.47451456310679
2023-11-19,0.0
2023-11-26,45.82645631067961
2023-12-03,63.70995145631068
2023-12-10,53.6504854368932
2023-12-17,48.06189320388349
2023-12-24,55.88592233009708
2023-12-31,72.6516990291262
2024-01-07,70.67786835115228
2024-01-14,0.0
2024-01-21,53.972190377243564
2024-01-28,64.25260759195662
2024-02-04,64.25260759195662
2024-02-11,50.11703392172617
2024-02-18,53.972190377243564
2024-02-25,75.81807695850881
2024-03-03,70.67786835115228
2024-03-10,60.39745113643922
2024-03-17,68.10776404747402
2024-03-24,70.67786835115228
2024-03-31,52.68713822540443
2024-04-07,62.96755544011749
2024-04-14,84.81344202138274
2024-04-21,69.39281619931316
2024-04-28,71.96292050299142
2024-05-05,47.5469296180479
2024-05-12,0.0
2024-05-19,50.11703392172617
2024-05-26,79.67323341402621
2024-06-02,0.0
2024-06-09,48.83198176988704
2024-06-16,0.0
2024-06-23,97.66396353977407
2024-06-30,87.383546325061
2024-07-07,62.96755544011749
2024-07-14,0.0
2024-07-21,0.0
2024-07-28,106.65932860264799
2024-08-04,60.39745113643922
2024-08-11,97.66396353977407
2024-08-18,0.0
2024-08-25,71.96292050299142
2024-09-01,84.81344202138274
2024-09-08,52.68713822540443
2024-09-15,59.11239898460009
2024-09-22,55.257242529082696
2024-09-29,55.257242529082696
2024-10-06,46.261877466208766
2024-10-13,0.0
2024-10-20,109.22943290632625
2024-10-27,66.82271189563488
2024-11-03,71.96292050299142
2024-11-10,75.81807695850881
2024-11-17,93.80880708425667
2024-11-24,93.80880708425667
2024-12-01,84.81344202138274
2024-12-08,68.10776404747402
2024-12-15,74.53302480666969
2024-12-22,71.96292050299142
2024-12-29,106.65932860264799
2025-01-05,111.79953721000453
2025-01-12,84.81344202138274
2025-01-19,88.66859847690014
2025-01-26,93.80880708425667
2025-02-02,102.8041721471306
2025-02-09,86.09849417322188
2025-02-16,80.95828556586534
2025-02-23,79.67323341402621
2025-03-02,100.23406784345234
2025-03-09,55.257242529082696
2025-03-16,0.0
2025-03-23,0.0
2025-03-30,86.09849417322188
2025-04-06,86.09849417322188
2025-04-13,62.96755544011749
2025-04-20,68.10776404747402
2025-04-27,86.09849417322188
2025-05-04,50.11703392172617
2025-05-11,61.682503288278355
2025-05-18,80.95828556586534
2025-05-25,93.80880708425667
2025-06-01,65.53765974379576
2025-06-08,65.53765974379576
2025-06-15,79.67323341402621
2025-06-22,62.96755544011749
2025-06-29,70.67786835115228
2025-07-06,77.10312911034795
2025-07-13,56.54229468092183
2025-07-20,0.0
2025-07-27,60.39745113643922
2025-08-03,82.24333771770448
2025-08-10,80.95828556586534
2025-08-17,50.11703392172617
2025-08-24,65.53765974379576
2025-08-31,61.682503288278355
2025-09-07,82.24333771770448
2025-09-14,56.54229468092183
2025-09-21,57.82734683276096
2025-09-28,100.23406784345234
2025-10-05,64.25260759195662
2025-10-12,97.66396353977407
2025-10-19,68.10776404747402
2025-10-26,65.53765974379576
2025-11-02,95.0938592360958
2025-11-09,84.81344202138274
2025-11-16,69.39281619931316
2025-11-23,69.39281619931316
2025-11-30,69.39281619931316
2025-12-07,91.23870278057841
2025-12-14,70.67786835115228
2025-12-21,0.0
2025-12-28,128.50521518391324
2026-01-04,83.52838986954362
