,Financial crisis
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.0
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,0.0
2019-03-31,0.0
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,66.0
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,0.0
2019-07-07,0.0
2019-07-14,0.0
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,45.37499999999999
2020-03-01,0.0
2020-03-08,49.499999999999986
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,45.37499999999999
2020-04-05,0.0
2020-04-12,0.0
2020-04-19,45.37499999999999
2020-04-26,0.0
2020-05-03,0.0
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.0
2020-05-31,0.0
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,0.0
2020-06-28,0.0
2020-07-05,0.0
2020-07-12,61.874999999999986
2020-07-19,0.0
2020-07-26,0.0
2020-08-02,65.99999999999999
2020-08-09,0.0
2020-08-16,0.0
2020-08-23,0.0
2020-08-30,45.37499999999999
2020-09-06,0.0
2020-09-13,53.624999999999986
2020-09-20,0.0
2020-09-27,0.0
2020-10-04,0.0
2020-10-11,0.0
2020-10-18,0.0
2020-10-25,0.0
2020-11-01,0.0
2020-11-08,0.0
2020-11-15,0.0
2020-11-22,0.0
2020-11-29,0.0
2020-12-06,0.0
2020-12-13,0.0
2020-12-20,0.0
2020-12-27,0.0
2021-01-03,0.0
2021-01-10,0.0
2021-01-17,0.0
2021-01-24,0.0
2021-01-31,0.0
2021-02-07,0.0
2021-02-14,0.0
2021-02-21,0.0
2021-02-28,0.0
2021-03-07,0.0
2021-03-14,0.0
2021-03-21,0.0
2021-03-28,0.0
2021-04-04,0.0
2021-04-11,0.0
2021-04-18,0.0
2021-04-25,0.0
2021-05-02,0.0
2021-05-09,0.0
2021-05-16,0.0
2021-05-23,0.0
2021-05-30,0.0
2021-06-06,0.0
2021-06-13,0.0
2021-06-20,0.0
2021-06-27,41.24999999999999
2021-07-04,0.0
2021-07-11,41.24999999999999
2021-07-18,0.0
2021-07-25,0.0
2021-08-01,0.0
2021-08-08,0.0
2021-08-15,0.0
2021-08-22,0.0
2021-08-29,0.0
2021-09-05,0.0
2021-09-12,0.0
2021-09-19,0.0
2021-09-26,0.0
2021-10-03,0.0
2021-10-10,0.0
2021-10-17,0.0
2021-10-24,0.0
2021-10-31,0.0
2021-11-07,0.0
2021-11-14,0.0
2021-11-21,0.0
2021-11-28,53.624999999999986
2021-12-05,0.0
2021-12-12,0.0
2021-12-19,65.99999999999999
2021-12-26,0.0
2022-01-02,61.874999999999986
2022-01-09,119.62499999999997
2022-01-16,45.37499999999999
2022-01-23,57.749999999999986
2022-01-30,86.62499999999999
2022-02-06,41.24999999999999
2022-02-13,53.624999999999986
2022-02-20,70.12499999999999
2022-02-27,86.62499999999999
2022-03-06,173.24999999999997
2022-03-13,280.49999999999994
2022-03-20,288.74999999999994
2022-03-27,400.1249999999999
2022-04-03,412.4999999999999
2022-04-10,239.24999999999994
2022-04-17,334.12499999999994
2022-04-24,317.62499999999994
2022-05-01,292.87499999999994
2022-05-08,214.49999999999994
2022-05-15,243.37499999999994
2022-05-22,268.12499999999994
2022-05-29,235.12499999999994
2022-06-05,268.12499999999994
2022-06-12,263.99999999999994
2022-06-19,272.24999999999994
2022-06-26,371.24999999999994
2022-07-03,362.99999999999994
2022-07-10,329.99999999999994
2022-07-17,230.99999999999994
2022-07-24,342.37499999999994
2022-07-31,296.99999999999994
2022-08-07,235.12499999999994
2022-08-14,259.87499999999994
2022-08-21,222.74999999999994
2022-08-28,230.99999999999994
2022-09-04,152.62499999999997
2022-09-11,226.87499999999994
2022-09-18,210.37499999999994
2022-09-25,255.74999999999994
2022-10-02,193.87499999999997
2022-10-09,206.24999999999994
2022-10-16,193.87499999999997
2022-10-23,181.49999999999997
2022-10-30,226.87499999999994
2022-11-06,189.74999999999997
2022-11-13,313.49999999999994
2022-11-20,202.12499999999994
2022-11-27,185.62499999999997
2022-12-04,181.49999999999997
2022-12-11,185.62499999999997
2022-12-18,239.24999999999994
2022-12-25,144.37499999999997
2023-01-01,119.62499999999997
2023-01-08,152.62499999999997
2023-01-15,136.12499999999997
2023-01-22,218.62499999999994
2023-01-29,218.62499999999994
2023-02-05,309.37499999999994
2023-02-12,189.74999999999997
2023-02-19,230.99999999999994
2023-02-26,193.87499999999997
2023-03-05,181.49999999999997
2023-03-12,164.99999999999997
2023-03-19,136.12499999999997
2023-03-26,127.87499999999997
2023-04-02,74.24999999999999
2023-04-09,74.24999999999999
2023-04-16,127.87499999999997
2023-04-23,136.12499999999997
2023-04-30,103.12499999999997
2023-05-07,144.37499999999997
2023-05-14,164.99999999999997
2023-05-21,144.37499999999997
2023-05-28,181.49999999999997
2023-06-04,140.24999999999997
2023-06-11,107.24999999999997
2023-06-18,140.24999999999997
2023-06-25,111.37499999999997
2023-07-02,123.74999999999997
2023-07-09,70.12499999999999
2023-07-16,82.49999999999999
2023-07-23,74.24999999999999
2023-07-30,90.74999999999999
2023-08-06,107.24999999999997
2023-08-13,70.12499999999999
2023-08-20,82.49999999999999
2023-08-27,65.99999999999999
2023-09-03,90.74999999999999
2023-09-10,57.749999999999986
2023-09-17,57.749999999999986
2023-09-24,57.749999999999986
2023-10-01,57.749999999999986
2023-10-08,90.74999999999999
2023-10-15,74.24999999999999
2023-10-22,90.74999999999999
2023-10-29,53.624999999999986
2023-11-05,65.99999999999999
2023-11-12,115.49999999999997
2023-11-19,94.87499999999999
2023-11-26,82.49999999999999
2023-12-03,74.24999999999999
2023-12-10,70.12499999999999
2023-12-17,49.499999999999986
2023-12-24,0.0
2023-12-31,74.24999999999999
2024-01-07,86.81720430107526
2024-01-14,108.52150537634408
2024-01-21,62.01228878648233
2024-01-28,49.60983102918586
2024-02-04,65.11290322580645
2024-02-11,77.51536098310291
2024-02-18,96.1190476190476
2024-02-25,62.01228878648233
2024-03-03,34.10675883256528
2024-03-10,71.31413210445467
2024-03-17,99.21966205837172
2024-03-24,46.509216589861744
2024-03-31,74.41474654377879
2024-04-07,40.307987711213514
2024-04-14,37.207373271889395
2024-04-21,71.31413210445467
2024-04-28,74.41474654377879
2024-05-05,74.41474654377879
2024-05-12,114.7227342549923
2024-05-19,43.40860215053763
2024-05-26,43.40860215053763
2024-06-02,49.60983102918586
2024-06-09,34.10675883256528
2024-06-16,49.60983102918586
2024-06-23,43.40860215053763
2024-06-30,34.10675883256528
2024-07-07,83.71658986175115
2024-07-14,86.81720430107526
2024-07-21,71.31413210445467
2024-07-28,58.91167434715821
2024-08-04,58.91167434715821
2024-08-11,55.81105990783409
2024-08-18,62.01228878648233
2024-08-25,108.52150537634408
2024-09-01,37.207373271889395
2024-09-08,62.01228878648233
2024-09-15,71.31413210445467
2024-09-22,43.40860215053763
2024-09-29,58.91167434715821
2024-10-06,0.0
2024-10-13,0.0
2024-10-20,43.40860215053763
2024-10-27,71.31413210445467
2024-11-03,58.91167434715821
2024-11-10,52.71044546850998
2024-11-17,0.0
2024-11-24,62.01228878648233
2024-12-01,58.91167434715821
2024-12-08,0.0
2024-12-15,0.0
2024-12-22,0.0
2024-12-29,0.0
2025-01-05,40.307987711213514
2025-01-12,43.40860215053763
2025-01-19,0.0
2025-01-26,0.0
2025-02-02,0.0
2025-02-09,65.11290322580645
2025-02-16,0.0
2025-02-23,0.0
2025-03-02,0.0
2025-03-09,40.307987711213514
2025-03-16,0.0
2025-03-23,0.0
2025-03-30,40.307987711213514
2025-04-06,40.307987711213514
2025-04-13,0.0
2025-04-20,0.0
2025-04-27,0.0
2025-05-04,0.0
2025-05-11,0.0
2025-05-18,0.0
2025-05-25,0.0
2025-06-01,0.0
2025-06-08,0.0
2025-06-15,0.0
2025-06-22,55.81105990783409
2025-06-29,0.0
2025-07-06,0.0
2025-07-13,0.0
2025-07-20,0.0
2025-07-27,37.207373271889395
2025-08-03,40.307987711213514
2025-08-10,0.0
2025-08-17,0.0
2025-08-24,0.0
2025-08-31,0.0
2025-09-07,40.307987711213514
2025-09-14,0.0
2025-09-21,34.10675883256528
2025-09-28,0.0
2025-10-05,0.0
2025-10-12,0.0
2025-10-19,0.0
2025-10-26,0.0
2025-11-02,0.0
2025-11-09,0.0
2025-11-16,68.21351766513057
2025-11-23,0.0
2025-11-30,0.0
2025-12-07,0.0
2025-12-14,0.0
2025-12-21,0.0
2025-12-28,0.0
2026-01-04,37.207373271889395
2026-01-11,0.0
2026-01-18,0.0
2026-01-25,15.503072196620582
