,Aviation
2019-03-24,78.0
2019-03-31,59.0
2019-04-07,55.0
2019-04-14,65.0
2019-04-21,59.0
2019-04-28,52.0
2019-05-05,60.0
2019-05-12,64.0
2019-05-19,55.0
2019-05-26,74.0
2019-06-02,73.0
2019-06-09,73.0
2019-06-16,72.0
2019-06-23,76.0
2019-06-30,68.0
2019-07-07,72.0
2019-07-14,78.0
2019-07-21,77.0
2019-07-28,74.0
2019-08-04,69.0
2019-08-11,62.0
2019-08-18,74.0
2019-08-25,75.0
2019-09-01,70.0
2019-09-08,70.0
2019-09-15,71.0
2019-09-22,69.0
2019-09-29,59.0
2019-10-06,54.0
2019-10-13,64.0
2019-10-20,64.0
2019-10-27,60.0
2019-11-03,65.0
2019-11-10,65.0
2019-11-17,74.0
2019-11-24,66.0
2019-12-01,63.0
2019-12-08,64.0
2019-12-15,68.0
2019-12-22,65.0
2019-12-29,64.0
2020-01-05,63.0
2020-01-12,59.0
2020-01-19,57.0
2020-01-26,58.0
2020-02-02,55.0
2020-02-09,56.0
2020-02-16,58.0
2020-02-23,56.0
2020-03-01,56.0
2020-03-08,47.0
2020-03-15,51.0
2020-03-22,35.0
2020-03-29,35.0
2020-04-05,38.0
2020-04-12,35.0
2020-04-19,35.0
2020-04-26,36.0
2020-05-03,40.0
2020-05-10,44.0
2020-05-17,52.0
2020-05-24,55.0
2020-05-31,59.0
2020-06-07,54.0
2020-06-14,53.0
2020-06-21,55.0
2020-06-28,61.0
2020-07-05,48.0
2020-07-12,48.0
2020-07-19,52.0
2020-07-26,60.0
2020-08-02,62.0
2020-08-09,60.0
2020-08-16,55.0
2020-08-23,57.0
2020-08-30,50.0
2020-09-06,51.0
2020-09-13,55.0
2020-09-20,52.0
2020-09-27,49.0
2020-10-04,47.0
2020-10-11,43.0
2020-10-18,44.0
2020-10-25,43.0
2020-11-01,38.0
2020-11-08,33.0
2020-11-15,42.0
2020-11-22,43.0
2020-11-29,48.0
2020-12-06,46.0
2020-12-13,50.0
2020-12-20,53.0
2020-12-27,53.0
2021-01-03,48.0
2021-01-10,46.0
2021-01-17,50.0
2021-01-24,52.0
2021-01-31,50.0
2021-02-07,48.0
2021-02-14,44.0
2021-02-21,48.0
2021-02-28,46.0
2021-03-07,46.0
2021-03-14,46.0
2021-03-21,46.0
2021-03-28,46.0
2021-04-04,42.0
2021-04-11,47.0
2021-04-18,42.0
2021-04-25,41.0
2021-05-02,43.0
2021-05-09,44.0
2021-05-16,43.0
2021-05-23,46.0
2021-05-30,50.0
2021-06-06,49.0
2021-06-13,52.0
2021-06-20,50.0
2021-06-27,51.0
2021-07-04,51.0
2021-07-11,51.0
2021-07-18,48.0
2021-07-25,50.0
2021-08-01,46.0
2021-08-08,49.0
2021-08-15,50.0
2021-08-22,44.0
2021-08-29,43.0
2021-09-05,46.0
2021-09-12,44.0
2021-09-19,47.0
2021-09-26,46.0
2021-10-03,48.0
2021-10-10,39.0
2021-10-17,37.0
2021-10-24,36.0
2021-10-31,30.0
2021-11-07,41.0
2021-11-14,40.0
2021-11-21,42.0
2021-11-28,43.0
2021-12-05,46.0
2021-12-12,43.0
2021-12-19,41.0
2021-12-26,40.0
2022-01-02,46.0
2022-01-09,44.0
2022-01-16,42.0
2022-01-23,48.0
2022-01-30,49.0
2022-02-06,51.0
2022-02-13,54.0
2022-02-20,58.0
2022-02-27,73.0
2022-03-06,56.0
2022-03-13,52.0
2022-03-20,60.0
2022-03-27,54.0
2022-04-03,51.0
2022-04-10,51.0
2022-04-17,53.0
2022-04-24,57.0
2022-05-01,57.0
2022-05-08,55.0
2022-05-15,66.0
2022-05-22,61.0
2022-05-29,58.0
2022-06-05,61.0
2022-06-12,59.0
2022-06-19,64.0
2022-06-26,59.0
2022-07-03,61.0
2022-07-10,64.0
2022-07-17,61.0
2022-07-24,60.0
2022-07-31,55.0
2022-08-07,56.0
2022-08-14,60.0
2022-08-21,57.0
2022-08-28,53.0
2022-09-04,50.0
2022-09-11,56.0
2022-09-18,59.0
2022-09-25,51.0
2022-10-02,54.0
2022-10-09,56.0
2022-10-16,52.0
2022-10-23,45.0
2022-10-30,52.0
2022-11-06,50.0
2022-11-13,52.0
2022-11-20,51.0
2022-11-27,52.0
2022-12-04,56.0
2022-12-11,58.0
2022-12-18,60.0
2022-12-25,60.0
2023-01-01,58.0
2023-01-08,54.0
2023-01-15,64.0
2023-01-22,54.0
2023-01-29,60.0
2023-02-05,58.0
2023-02-12,55.0
2023-02-19,57.0
2023-02-26,57.0
2023-03-05,50.0
2023-03-12,56.0
2023-03-19,53.0
2023-03-26,50.0
2023-04-02,51.0
2023-04-09,49.0
2023-04-16,51.0
2023-04-23,51.0
2023-04-30,51.0
2023-05-07,52.0
2023-05-14,54.0
2023-05-21,53.0
2023-05-28,52.0
2023-06-04,55.0
2023-06-11,58.0
2023-06-18,62.0
2023-06-25,57.0
2023-07-02,57.0
2023-07-09,56.0
2023-07-16,67.0
2023-07-23,63.0
2023-07-30,60.0
2023-08-06,59.0
2023-08-13,54.0
2023-08-20,57.0
2023-08-27,56.0
2023-09-03,52.0
2023-09-10,68.0
2023-09-17,53.0
2023-09-24,54.0
2023-10-01,54.0
2023-10-08,53.0
2023-10-15,51.0
2023-10-22,47.0
2023-10-29,62.0
2023-11-05,50.0
2023-11-12,48.0
2023-11-19,53.0
2023-11-26,54.0
2023-12-03,52.0
2023-12-10,55.0
2023-12-17,56.0
2023-12-24,58.0
2023-12-31,58.0
2024-01-07,66.3885590933621
2024-01-14,64.80787911494873
2024-01-21,55.323799244468425
2024-01-28,58.48515920129519
2024-02-04,60.065839179708576
2024-02-11,58.48515920129519
2024-02-18,61.64651915812196
2024-02-25,58.48515920129519
2024-03-03,56.90447922288181
2024-03-10,60.065839179708576
2024-03-17,56.90447922288181
2024-03-24,56.90447922288181
2024-03-31,55.323799244468425
2024-04-07,53.74311926605504
2024-04-14,52.16243928764166
2024-04-21,58.48515920129519
2024-04-28,56.90447922288181
2024-05-05,69.54991905018888
2024-05-12,71.13059902860226
2024-05-19,67.96923907177549
2024-05-26,66.3885590933621
2024-06-02,64.80787911494873
2024-06-09,72.71127900701565
2024-06-16,67.96923907177549
2024-06-23,64.80787911494873
2024-06-30,61.64651915812196
2024-07-07,60.065839179708576
2024-07-14,60.065839179708576
2024-07-21,61.64651915812196
2024-07-28,72.71127900701565
2024-08-04,60.065839179708576
2024-08-11,61.64651915812196
2024-08-18,61.64651915812196
2024-08-25,63.22719913653535
2024-09-01,64.80787911494873
2024-09-08,64.80787911494873
2024-09-15,63.22719913653535
2024-09-22,58.48515920129519
2024-09-29,53.74311926605504
2024-10-06,55.323799244468425
2024-10-13,56.90447922288181
2024-10-20,55.323799244468425
2024-10-27,42.67835941716136
2024-11-03,53.74311926605504
2024-11-10,55.323799244468425
2024-11-17,52.16243928764166
2024-11-24,55.323799244468425
2024-12-01,53.74311926605504
2024-12-08,56.90447922288181
2024-12-15,71.13059902860226
2024-12-22,71.13059902860226
2024-12-29,69.54991905018888
2025-01-05,64.80787911494873
2025-01-12,64.80787911494873
2025-01-19,67.96923907177549
2025-01-26,72.71127900701565
2025-02-02,67.96923907177549
2025-02-09,69.54991905018888
2025-02-16,67.96923907177549
2025-02-23,66.3885590933621
2025-03-02,69.54991905018888
2025-03-09,64.80787911494873
2025-03-16,71.13059902860226
2025-03-23,69.54991905018888
2025-03-30,64.80787911494873
2025-04-06,63.22719913653535
2025-04-13,61.64651915812196
2025-04-20,63.22719913653535
2025-04-27,64.80787911494873
2025-05-04,88.51807879114948
2025-05-11,74.29195898542903
2025-05-18,72.71127900701565
2025-05-25,66.3885590933621
2025-06-01,63.22719913653535
2025-06-08,158.06799784133835
2025-06-15,121.71235833783054
2025-06-22,85.35671883432272
2025-06-29,75.8726389638424
2025-07-06,66.3885590933621
2025-07-13,74.29195898542903
2025-07-20,64.80787911494873
2025-07-27,66.3885590933621
2025-08-03,61.64651915812196
2025-08-10,58.48515920129519
2025-08-17,61.64651915812196
2025-08-24,58.48515920129519
2025-08-31,56.90447922288181
2025-09-07,55.323799244468425
2025-09-14,61.64651915812196
2025-09-21,56.90447922288181
2025-09-28,45.839719373988125
2025-10-05,53.74311926605504
2025-10-12,53.74311926605504
2025-10-19,45.839719373988125
2025-10-26,50.581759309228275
2025-11-02,56.90447922288181
2025-11-09,55.323799244468425
2025-11-16,52.16243928764166
2025-11-23,55.323799244468425
2025-11-30,60.065839179708576
2025-12-07,63.22719913653535
2025-12-14,61.64651915812196
2025-12-21,61.64651915812196
2025-12-28,56.90447922288181
2026-01-04,60.065839179708576
